Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
143571,The Nazi Dictatorship: Problems and Perspectives of Interpretation,Ian Kershaw,"Kershaw, Ian",,"=""0340760281""","=""9780340760284""",5,4.07,Bloomsbury USA,Paperback,304,2000,1985,2014/06/22,2014/06/05,,,read,,,,1,0
8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"Truss, Lynne",,"=""1592402038""","=""9781592402038""",4,3.87,The Penguin Group,Hardcover,209,2006,2003,2014/06/18,2014/06/18,,,read,,,,1,0
12495621,"The Economics of Money, Banking and Financial Markets [with MyEconLab in CourseCompass & eText Access Code]",Frederic S. Mishkin,"Mishkin, Frederic S.",,"=""0321456475""","=""9780321456472""",3,4.00,Not Avail,Hardcover,0,2006,1986,,2012/10/13,,,read,,,,1,0
125550,"Night of the Living Dummy III (Goosebumps, #40)",R.L. Stine,"Stine, R.L.",,"=""0439669898""","=""9780439669894""",3,3.77,Scholastic Paperbacks,Paperback,144,2005,1996,,2012/10/01,,,read,,,,1,0
1051177,Doing History: Research and Writing in the Digital Age,Michael J. Galgano,"Galgano, Michael J.","J. Chris Arndt, Raymond M. Hyser","=""0534619533""","=""9780534619534""",5,3.87,Cengage Learning,Paperback,208,2007,2007,2014/06/08,2014/06/08,,,read,,,,1,0
1123077,From Reliable Sources: An Introduction to Historical Methods,Martha C. Howell,"Howell, Martha C.",Walter Prevenier,"=""0801485606""","=""9780801485602""",4,3.31,Cornell University Press,Paperback,224,2001,2001,2014/06/05,2014/06/05,,,read,,,,1,0
76919,"Guns, Germs and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0393317552""","=""9780393317558""",2,4.04,"W.W. Norton & Company, Inc.",Paperback,496,1999,1997,2014/04/02,2014/04/02,,,read,,,,1,0
74635,History: A Very Short Introduction,John H. Arnold,"Arnold, John H.",,"=""019285352X""","=""9780192853523""",3,3.78,Oxford University Press,Paperback,137,2000,2000,2014/05/30,2014/05/30,,,read,,,,1,0
13641406,Paperless: A MacSparky Field Guide,David  Sparks,"Sparks, David",,"=""""","=""""",3,4.08,iTunes,ebook,172,2012,2012,2014/05/30,2014/05/30,,,read,,,,1,0
13607114,"Hitler's Pre-War Policy and Military Plans, 1933-1939",Esmonde M. Robertson,"Robertson, Esmonde M.",,"=""""","=""""",3,3.33,Citadel Press,Hardcover,207,1963,1963,,2014/05/20,,,read,,,,1,0
446074,German Quickly: A Grammar for Reading German,April Wilson,"Wilson, April",,"=""0820467596""","=""9780820467597""",3,4.09,"Peter Lang Inc., International Academic Publishers",Paperback,430,2007,1993,2014/05/20,2014/05/20,,,read,"This is a pretty good book for a graduate student looking to pass a reading exam. The vocabulary is particularly good for those studying the humanities. I've had two years of college German prior to reading this book, but I had forgotten a good deal of it. In addition, most of the first two years of college German is dedicated to practical German and communicating in German, so it is not incredibly helpful for reading scholarly literature. In that regard, this book helped immensely. I can read journal articles decently (with the aid of a dictionary). Literary work is still incredibly hard to read after this book.<br/><br/>This book will not help you communicate in German. It really is just for reading German (which is why I used it, even though I intend to work on my communication skills). You will not practice writing. You will practice translation. The reading selections are decent (and come from a variety of ""scholarly"" writings, but with quite a bit of literature).<br/><br/>Why the 3 stars? My biggest problem with the book was the introduction of vocabulary over the course of the chapter. At the end of the chapters there are word lists, but they often don't contain all of the vocabulary used in the chapter. This isn't bad in the beginning, but by the end of the book you are learning complicated grammatical structures AND trying to learn the vocabulary at the same time. I understand that this book is about learning to read/research in German. That is fine for the translation exercises, it gives you dictionary practice. But for example sentences, it is really distracting to have to move back and forth between the provided translation and the German equivalent. <br/><br/>With my prior knowledge of German I was able to make it through this book in about a month, studying about 2-3 hours a day. I used Anki on mac for flashcards of the vocabulary.<br/><br/>Due to the way that vocabulary is introduced, I figured out ""my"" best process around the middle of the book. Before I began to read a chapter I would make flash cards of the vocabulary list at the end of the chapter. Then I would learn the vocabulary. This helped quite a bit before doing the exercises or examples. Then I would read the chapter. As I read, I would highlight words that were not in the list (and also never provided in earlier chapters). Then flashcards again. Then move on to the next chapter. I will reread the book quickly to brush up on the points, and also translations of the earlier chapters should be easier to understand now that I have the full picture.<br/><br/>As I said, I have prior German experience. This helped with my rapid pace through the book (30 days with weekends off). The vocabulary I gained was extensive and I already knew a good deal of the grammar or only needed to be refreshed.<br/><br/>There is a ""humanities-oriented"" vocabulary list in the back of the book that I have only perused and it looks like it will be very helpful. So it is a DEFINITE plus.<br/><br/>I do have a few worries, however. I noticed that some of the vocabulary was not quite accurate (in the chapters, I don't know about the extra dictionary). This was due to prior training in German and I realized it around the middle of the book. From then on I checked the words with other dictionaries and occasionally found discrepancies. Not too often, but enough to make me worry. Sometimes the word provided in this book was not exact enough for what the word actually means. Or I found a translation that was easier to remember/memorize because the one provided by the book was not clear.<br/><br/>The other thing to be careful of are words that mean something in English, but have a specific context in which that word is used. For instance: die Gabe. This means gift. But it really means gift in the idea of a talent. A physical gift that you give someone is Geschenk. But for a good part of the book I thought they were synonyms because the translation given was simply gift. Perhaps I should have paid more intention when it was introduced, but either way, it's something to look out for when making flashcards.<br/><br/>I will be moving on to another ""German for Reading"" book. I have heard that the Jannach book is not good. The number one book recommended is Sandberg's book which is out of print. It goes for 200-300 on Amazon. Thankfully I found a copy for cheaper. Having looked at it, it seems to fix the problem of vocabulary introduced at the same time as the readings and looks to be a much more solid book. I have not used it yet, so this may be inaccurate, but I have looked through it enough to believe that it will be a solid add-on to this book's use.<br/><br/>If you are looking to learn to communicate, this is not the book to start off with. As a resource for graduate students it is possibly the cheapest solution that is worthwhile to use. I recommend it if you are on a budget (and you probably are if you are a graduate student). ",,,1,0
2344370,The Third Reich,Klaus Hildebrand,"Hildebrand, Klaus",,"=""041507861X""","=""9780415078610""",5,3.75,Routledge,Paperback,200,1984,1984,2014/05/12,2014/05/12,,,read,,,,1,0
10022785,Angel in the Whirlwind: The Triumph of the American Revolution (Simon & Schuster America Collection),Benson Bobrick,"Bobrick, Benson",,"=""1451626991""","=""9781451626995""",4,4.12,Simon & Schuster,Paperback,560,2011,1997,2014/05/02,2014/05/03,,,read,,,,1,0
17606225,The Ultimate Beginners Running Guide: The Key To Running Inspired,Ryan Robert,"Robert, Ryan",,"=""1482046628""","=""9781482046625""",3,3.68,CreateSpace Independent Publishing Platform,Paperback,138,2013,2012,2013/07/15,2013/07/15,,,read,,,,1,0
29582,"Foundation and Earth (Foundation, #5)",Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",2,4.07,Spectra,Mass Market Paperback,528,2004,1986,2014/04/17,2014/04/17,,,read,,,,1,0
161156,The Longest Day,Cornelius Ryan,"Ryan, Cornelius",Jouko Linturi,"=""""","=""""",2,4.33,Simon  Schuster,Paperback,350,1994,1959,,2014/04/12,,,read,,,,1,0
76683,"Foundation's Edge (Foundation, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",4,4.17,Bantam/Spectra,Paperback,450,2010,1982,2014/04/10,2014/04/11,,,read,,,,1,0
1422244,"Evil Genes: Why Rome Fell, Hitler Rose, Enron Failed and My Sister Stole My Mother's Boyfriend",Barbara Oakley,"Oakley, Barbara",,"=""159102580X""","=""9781591025801""",2,3.69,Prometheus Books,Hardcover,459,2007,2007,2014/04/08,2014/04/08,,,read,,,,1,0
29580,"Second Foundation (Foundation, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",5,4.27,Bantam Spectra,Hardcover,256,2004,1953,2014/04/06,2014/04/06,,,read,,,,1,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",5,4.22,Spectra,Hardcover,256,2004,1952,2014/04/05,2014/04/05,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.17,Bantam,Hardcover,244,2004,1951,2014/04/04,2014/04/05,,,read,,,,1,0
2161083,The Hellenistic Age: A Short History (Modern Library Chronicles),Peter   Green,"Green, Peter",,"=""0812967402""","=""9780812967401""",4,3.57,Random House Publishing Group,Paperback,240,2008,2007,2014/03/29,2014/03/29,,,read,,,,1,0
342048,"For Us, the Living: A Comedy of Customs",Robert A. Heinlein,"Heinlein, Robert A.","Robert James, Spider Robinson","=""0743491548""","=""9780743491549""",1,3.38,Pocket Books,Mass Market Paperback,329,2004,2003,2014/03/29,2014/03/29,,,read,,,,1,0
325161,Ancient Greece: From Prehistoric to Hellenistic Times,Thomas R. Martin,"Martin, Thomas R.",,"=""0300084935""","=""9780300084931""",4,3.99,Yale University Press,Paperback,254,2000,1992,2014/03/28,2014/03/28,,,read,,,,1,0
13155183,The Stand,Stephen King,"King, Stephen",,"=""""","=""""",5,4.35,Anchor Books,Paperback,1153,2012,1990,2014/03/26,2014/03/26,,,read,,,,1,0
3912740,The Hitler Salute,Tilman Allert,"Allert, Tilman",,"=""0312428308""","=""9780312428303""",1,3.48,Picador,Paperback,128,2009,2005,2014/03/22,2014/03/22,,,read,,,,1,0
94916,The Robbers / Wallenstein,Friedrich Schiller,"Schiller, Friedrich",F.J. Lamport,"=""0140443681""","=""9780140443684""",5,3.80,Penguin Classics,Paperback,480,1980,1979,2014/03/20,2014/03/20,,,read,,,,1,0
12102878,Hitler: Beyond Evil and Tyranny (German Studies),Russel H.S. Stolfi,"Stolfi, Russel H.S.",,"=""1616144742""","=""9781616144746""",5,4.39,Prometheus,Hardcover,530,2011,2011,2014/03/18,2014/03/18,,,read,,,,1,0
18835925,Learn German with Stories: Café in Berlin - 10 Short Stories for Beginners,André Klein,"Klein, André",,"=""1492399493""","=""9781492399490""",3,4.23,CreateSpace Independent Publishing Platform,Paperback,97,2013,2013,2014/03/18,2014/03/18,,,read,,,,1,0
18998528,Siegfrieds Tod,Franz Specht,"Specht, Franz",,"=""3190616736""","=""""",4,3.87,"Hueber, Verlag GmbH & Co. KG",Kindle Edition,86,2012,2009,2014/03/18,2014/03/18,,,read,,,,1,0
177590,Mein Onkel Franz. (Lernmaterialien),Erich Kästner,"Kästner, Erich",Oskar Joergensen,"=""3126754430""","=""9783126754439""",5,3.55,Klett,Paperback,56,1999,1969,2014/03/14,2014/03/14,,,read,,,,1,0
6954773,The Cognitive Challenge of War: Prussia 1806,Peter Paret,"Paret, Peter",,"=""0691135819""","=""9780691135816""",3,3.89,Princeton University Press,Hardcover,176,2009,2009,2014/03/09,2014/03/09,,,read,,,,1,0
6656378,War in European History,Michael Eliot Howard,"Howard, Michael Eliot",,"=""0199546193""","=""9780199546190""",5,3.95,Oxford University Press,Paperback,171,2009,1976,2014/03/07,2014/03/07,,,read,,,,1,0
10798575,"Command Culture: Officer Education in the U.S. Army and the German Armed Forces, 1901-1940, and the Consequences for World War II",Jörg Muth,"Muth, Jörg",,"=""1574413031""","=""9781574413038""",4,4.11,University of North Texas Press,Hardcover,376,2011,2011,2014/02/28,2014/02/28,,,read,,,,1,0
12805401,"Why Germany Nearly Won: A New History of the Second World War in Europe (War, Technology, and History)",Steven D. Mercatante,"Mercatante, Steven D.",,"=""0313395926""","=""9780313395925""",5,4.23,Praeger,Hardcover,408,2012,2012,2014/02/26,2014/02/25,,,read,,,,1,0
3990974,"Fighting Power: German And Us Army Performance, 1939-1945",Martin van Creveld,"Creveld, Martin van",,"=""0313233330""","=""9780313233333""",5,4.10,Greenwood Press,Hardcover,198,1982,1982,2014/02/21,2014/02/21,,,read,,,,1,0
6971411,The Adventures of Tom Sawyer,Deidre S. Laiken,"Laiken, Deidre S.",Mark Twain,"=""1603400257""","=""9781603400251""",3,4.13,Baronet Books,Paperback,240,2008,1979,,2013/03/05,,,read,,,,1,0
19477693,World of Warcraft: Dawn of the Aspects: Part I,Richard A. Knaak,"Knaak, Richard A.",,"=""""","=""""",3,4.00,Pocket Star,Kindle Edition,68,2013,2013,2014/02/07,2014/02/07,,,read,,,,1,0
13654962,Comptia A+ Certification All-In-One Exam Guide: Exams 220-801 & 220-802,Mike Meyers,"Meyers, Mike",,"=""007179512X""","=""9780071795128""",5,4.15,McGraw-Hill/Osborne Media,Hardcover,1200,2012,2012,2013/01/01,2013/01/29,,,read,,,,1,0
4173937,Using HTML 4,Lee Anne Phillips,"Phillips, Lee Anne",Rick Darnell,"=""0789715627""","=""9788120316485""",4,3.90,Que Pub,Paperback,687,1998,1998,,2014/02/07,,,read,,,,1,0
1170172,Sams Teach Yourself C in 21 Days,Bradley J. Jones,"Jones, Bradley J.",Peter G. Aitken,"=""0672324482""","=""9780672324482""",3,4.05,Sams,Paperback,304,2002,2002,,2014/02/07,,,read,,,,1,0
234724,"Shadow Puppets (The Shadow Series, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0765340054""","=""9780765340054""",5,3.90,Tor Books,Mass Market Paperback,375,2003,2002,2014/02/05,2014/02/05,,,read,,,,1,0
13588432,The Generals: American Military Command from World War II to Today,Thomas E. Ricks,"Ricks, Thomas E.",,"=""1594204047""","=""9781594204043""",4,4.11,The Penguin Press,Hardcover,576,2012,2012,2013/12/19,2013/12/19,,,read,,,,1,0
488511,The Origins of Military Thought: From the Enlightenment to Clausewitz (Oxford Historical Monographs),Azar Gat,"Gat, Azar",,"=""0198202571""","=""9780198202578""",3,3.93,Clarendon Press,Paperback,296,1991,1989,2013/12/08,2013/12/08,,,read,,,,1,0
944304,The Vanished Kingdom: Travels Through The History Of Prussia,James Charles Roy,"Roy, James Charles",,"=""0813337933""","=""9780813337937""",3,3.72,Basic Books,Paperback,416,2000,1999,,2013/12/02,,,read,,,,1,0
19056583,Basic Military Training Study Guide,United States Air Force,"Force, United States Air",,"=""""","=""""",2,3.19,,,553,,,2013/11/15,2013/11/29,,,read,,,,1,0
16043802,"Verdun: The Lost History of the Most Important Battle of World War I, 1914-1918",John Mosier,"Mosier, John",,"=""0451414624""","=""9780451414625""",5,3.57,NAL,Hardcover,400,2013,2013,2013/11/29,2013/11/29,,,read,,,,1,0
284066,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0679775439""","=""9780679775430""",4,4.15,Vintage International,Paperback,607,2002,1994,2013/11/24,2013/11/24,,,read,,,,1,0
416092,Microeconomics: Theory & Applications With Calculus,Jeffrey M. Perloff,"Perloff, Jeffrey M.",,"=""0321277945""","=""9780321277947""",4,3.92,Addison Wesley,Hardcover,800,2007,2013,,2012/10/13,,,read,,,,1,0
633971,The Only Grammar Book You'll Ever Need: A One-Stop Source for Every Writing Assignment,Susan Thurman,"Thurman, Susan",Larry Shea,"=""1580628559""","=""9781580628556""",4,4.03,Adams Media,Paperback,192,2003,2003,2013/08/18,2013/08/18,,,read,,,,1,0
7100450,The Prince and the Pauper (Great Illustrated Classics),Shirley Bogart,"Bogart, Shirley",,"=""1603400419""","=""9781603400411""",3,3.98,Waldman Publishing Corp.,Paperback,240,2008,1983,,2013/03/05,,,read,,,,1,0
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Non-Smokers Using Allen Carr's Easyway Method,Allen Carr,"Carr, Allen",,"=""1402718616""","=""9781402718618""",5,4.27,Union Square & Co.,Hardcover,224,2004,1985,2013/07/14,2013/07/14,,,read,,,,1,0
16280863,Intellectuals and Race,Thomas Sowell,"Sowell, Thomas",,"=""0465058728""","=""9780465058723""",5,4.36,Basic Books,Hardcover,139,2013,2013,2013/07/12,2013/07/12,,,read,,,,1,0
4005310,Why Evolution Is True,Jerry A. Coyne,"Coyne, Jerry A.",,"=""0670020532""","=""9780670020539""",5,4.19,Viking,Hardcover,282,2009,2008,2013/06/25,2013/06/25,,,read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",3,4.02,Crown,Hardcover,342,2006,2006,2013/06/16,2013/06/16,,,read,,,,1,0
4948,The Very Hungry Caterpillar,Eric Carle,"Carle, Eric",,"=""0241003008""","=""9780241003008""",3,4.33,Puffin Books,Board book,26,1994,1969,,2013/05/31,,,read,,,,1,0
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",3,4.24,Red Fox,Paperback,38,2000,1963,,2013/05/31,,,read,,,,1,0
1325218,Scary Stories to Tell in the Dark,Alvin Schwartz,"Schwartz, Alvin",Stephen Gammell,"=""0590431978""","=""9780590431972""",4,4.05,"Scholastic, Inc.",Paperback,111,1989,1981,,2013/05/31,,,read,,,,1,0
6882769,"Blood and Culture: Youth, Right-Wing Extremism, and National Belonging in Contemporary Germany (Politics, History, and Culture)",Cynthia Miller-Idriss,"Miller-Idriss, Cynthia",,"=""0822345447""","=""9780822345442""",3,3.78,Duke University Press,Paperback,254,2009,2009,2013/04/21,2013/04/21,,,read,,,,1,0
271622,The Last Days of Europe: Epitaph for an Old Continent,Walter Laqueur,"Laqueur, Walter",,"=""0312368704""","=""9780312368708""",5,3.44,Thomas Dunne Books,Hardcover,256,2007,2006,2013/04/18,2013/04/18,,,read,,,,1,0
8441779,פתאום דפיקה בדלת,Etgar Keret,"Keret, Etgar",אתגר קרת,"=""9655176681""","=""9789655176681""",1,3.93,זמורה-ביתן,Paperback,181,2010,2010,2013/04/15,2013/04/15,,,read,,,,1,0
9534,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812565959""","=""9780812565959""",4,3.96,Tor Books,Mass Market Paperback,451,2001,2000,2013/04/15,2013/04/14,,,read,,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",4,3.78,Tor Books,Paperback,370,2002,1996,2013/04/13,2013/04/13,,,read,,,,1,0
461529,REA's AP US History Test Prep with TESTware Software,J.A. McDuffie,"McDuffie, J.A.","G.W. Piggrem, Steven E. Woodworth","=""0878913327""","=""9780878913329""",3,3.56,Research & Education Association,Paperback,640,1999,1999,,2013/04/11,,,read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",5,3.81,Tor Books,Mass Market Paperback,592,1996,1991,2013/04/01,2013/04/09,,,read,,,,1,0
7960,How to Write Science Fiction and Fantasy,Orson Scott Card,"Card, Orson Scott",,"=""0898794161""","=""9780898794168""",5,3.91,F & W Publications Inc.,Hardcover,140,1990,1990,2013/04/01,2013/04/07,,,read,,,,1,0
363423,"The Andalite Chronicles (Animorphs Chronicles, #1)",K.A. Applegate,"Applegate, K.A.",Katherine Applegate,"=""0590109715""","=""9780590109710""",3,4.10,Scholastic,Paperback,326,1997,1997,,2013/04/07,,,read,,,,1,0
125337,"The Predator (Animorphs, #5)",K.A. Applegate,"Applegate, K.A.",Katherine Applegate,"=""0590629816""","=""9780590629812""",3,3.90,Scholastic Us,Paperback,150,1996,1996,,2013/04/07,,,read,,,,1,0
125333,"The Encounter (Animorphs, #3)",K.A. Applegate,"Applegate, K.A.",Katherine Applegate,"=""0590629794""","=""9780590629799""",3,3.91,Scholastic Paperbacks,Paperback,154,1996,1996,,2013/04/07,,,read,,,,1,0
324505,"The Visitor (Animorphs, #2)",K.A. Applegate,"Applegate, K.A.",Katherine Applegate,"=""0590629786""","=""9780590629782""",3,3.85,Scholastic Paperbacks,Paperback,175,1996,1996,,2013/04/07,,,read,,,,1,0
776877,"The Invasion (Animorphs, #1)",K.A. Applegate,"Applegate, K.A.",Katherine Applegate,"=""0590629778""","=""9780590629775""",3,3.88,Scholastic Inc.,Paperback,184,1996,1996,,2013/04/07,,,read,,,,1,0
93269,Earth Abides,George R. Stewart,"Stewart, George R.",,"=""0345487133""","=""9780345487131""",5,3.95,Del Rey,Paperback,345,2006,1949,2013/03/01,2013/03/26,,,read,,,,1,0
3758,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",,"=""014200202X""","=""9780142002025""",3,3.74,Penguin,Mass Market Paperback,192,2002,1953,2013/03/01,2013/03/25,,,read,,,,1,0
60778,Oliver Twist,Marian Leighton,"Leighton, Marian",Charles Dickens,"=""1577656970""","=""9781577656975""",3,4.02,Baronet,Hardcover,238,2006,1979,,2013/03/05,,,read,,,,1,0
10475421,Civilization: The West and the Rest,Niall Ferguson,"Ferguson, Niall",,"=""1846142733""","=""9781846142734""",5,3.86,Allen Lane,Hardcover,402,2011,2011,2013/03/01,2013/03/11,,,read,,,,1,0
762677,The Wizard of Oz (Great Illustrated Classics),Deidre S. Laiken,"Laiken, Deidre S.",,"=""0866119590""","=""9780866119597""",3,4.06,Baronet Books,School & Library Binding,235,1989,1977,,2013/03/05,,,read,,,,1,0
9277458,The First Clash: The Miraculous Greek Victory at Marathon and Its Impact on Western Civilization,Jim Lacey,"Lacey, Jim",,"=""055380734X""","=""9780553807349""",5,4.03,Bantam,Hardcover,220,2011,2011,2013/03/01,2013/03/05,,,read,,,,1,0
13155133,The Rise of Rome: The Making of the World's Greatest Empire,Anthony Everitt,"Everitt, Anthony",,"=""1400066638""","=""9781400066636""",5,3.96,Random House (NY),Hardcover,480,2012,2012,2013/02/01,2013/02/26,,,read,,,,1,0
406373,Faust,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Walter Kaufmann,"=""0385031149""","=""9780385031141""",5,3.90,Anchor,Paperback,503,1962,1790,2011/10/08,2011/10/08,,,read,,,,1,0
7692873,Obamanomics: How Bottom-Up Economic Prosperity Will Replace Trickle-Down Economics,John R. Talbott,"Talbott, John R.",,"=""1615599797""","=""9781615599790""",1,3.22,Consortium Book Sales & Dist,Paperback,256,2008,2008,,2011/05/20,,,read,,,,1,0
17255271,ubuntu: an absoulute beginners guide,Courtney Loo,"Loo, Courtney",Justin Pot,"=""""","=""""",2,3.32,makeuseof,ebook,30,,2012,2013/01/01,2013/01/16,,,read,,,,1,0
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",5,4.13,Avery,Hardcover,275,2011,2011,2013/01/01,2013/01/02,,,read,,,,1,0
9057982,"The Ultimate Air Force Basic Training Guidebook: Tips, Tricks, and Tactics for Surviving Boot Camp",SrA Nicholas Van Wormer,"Wormer, SrA Nicholas Van",,"=""1932714928""","=""9781932714920""",4,3.95,Savas Beatie,Paperback,192,2010,2010,2013/01/01,2013/01/02,,,read,,,,1,0
865426,"The Ultimate Basic Training Guidebook: Tips, Tricks, and Tactics for Surviving Boot Camp",Michael Volkin,"Volkin, Michael",,"=""1932714111""","=""9781932714111""",5,3.67,Savas Beatie,Paperback,192,2007,2005,2012/12/01,2012/12/26,,,read,,,,1,0
13097624,Basic: Surviving Boot Camp and Basic Training,Jack Jacobs,"Jacobs, Jack",David   Fisher,"=""0312622775""","=""9780312622770""",4,3.73,Thomas Dunne Books,Hardcover,320,2012,2012,2012/12/01,2012/12/21,,,read,,,,1,0
15814872,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,"Owen, Mark",Kevin Maurer,"=""0525953728""","=""9780525953722""",5,4.02,DUTTON Books,Hardcover,316,2012,2012,2012/12/01,2012/12/19,,,read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",4,4.01,Random House,Paperback,509,2004,2004,2012/11/01,2012/11/07,,,read,,,,1,0
84962,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""""","=""""",5,3.57,Penguin Books,Paperback,140,1976,1949,2012/10/01,2012/10/17,,,read,,,,1,0
58345,The Awakening,Kate Chopin,"Chopin, Kate",,"=""0543898083""","=""9780543898081""",4,3.68,Elibron Classics,Paperback,195,2006,1899,2012/10/01,2012/10/16,,,read,,,,1,0
1753460,Principles of Economics,N. Gregory Mankiw,"Mankiw, N. Gregory",,"=""0324168624""","=""9780324168624""",4,4.10,South-Western College Pub,Hardcover,848,2003,1997,,2012/10/13,,,read,,,,1,0
1986563,Modern Industrial Organization,Dennis W. Carlton,"Carlton, Dennis W.",Jeffrey M. Perloff,"=""0321223411""","=""9780321223418""",4,3.77,Not Avail,Unknown Binding,822,2004,1990,,2012/10/13,,,read,,,,1,0
464485,Macroeconomics,Andrew B. Abel,"Abel, Andrew B.","Ben S. Bernanke, Dean Croushore","=""032141554X""","=""9780321415547""",4,3.76,Pearson,Hardcover,672,2007,1992,,2012/10/13,,,read,,,,1,0
294965,"Rurouni Kenshin, Volume 28",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421506750""","=""9781421506753""",3,4.45,VIZ Media LLC,Paperback,200,2006,1999,,2012/10/13,,,read,,,,1,0
32185,"Rurouni Kenshin, Volume 27",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421506742""","=""9781421506746""",3,4.38,VIZ Media LLC,Paperback,200,2006,1999,,2012/10/13,,,read,,,,1,0
294971,"Rurouni Kenshin, Volume 26",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421506734""","=""9781421506739""",3,4.36,VIZ Media LLC,Paperback,192,2006,1999,,2012/10/13,,,read,,,,1,0
294986,"Rurouni Kenshin, Volume 23",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421502763""","=""9781421502762""",3,4.37,VIZ Media LLC,Paperback,200,2006,1998,,2012/10/13,,,read,,,,1,0
294973,"Rurouni Kenshin, Volume 24",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421503387""","=""9781421503387""",3,4.38,VIZ Media LLC,Paperback,208,2006,1999,,2012/10/13,,,read,,,,1,0
294989,"Rurouni Kenshin, Volume 22",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421501961""","=""9781421501963""",3,4.37,VIZ Media LLC,Paperback,208,2006,1998,,2012/10/13,,,read,,,,1,0
294983,"Rurouni Kenshin, Volume 21",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421500825""","=""9781421500829""",3,4.43,VIZ Media LLC,Paperback,192,2005,1998,,2012/10/13,,,read,,,,1,0
294988,"Rurouni Kenshin, Volume 25",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421504073""","=""9781421504070""",3,4.40,VIZ Media LLC,Paperback,200,2006,1999,,2012/10/13,,,read,,,,1,0
294984,"Rurouni Kenshin, Volume 20",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1421500647""","=""9781421500645""",3,4.39,VIZ Media LLC,Paperback,200,2005,1998,,2012/10/13,,,read,,,,1,0
294972,"Rurouni Kenshin, Volume 19",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1591169275""","=""9781591169277""",3,4.38,VIZ Media LLC,Paperback,192,2005,1998,,2012/10/13,,,read,,,,1,0
294977,"Rurouni Kenshin, Volume 18",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1591169593""","=""9781591169598""",3,4.35,VIZ Media LLC,Paperback,193,2005,1997,,2012/10/13,,,read,,,,1,0
294978,"Rurouni Kenshin, Volume 17",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1591168767""","=""9781591168768""",3,4.42,VIZ Media LLC,Paperback,196,2005,1997,,2012/10/13,,,read,,,,1,0
294979,"Rurouni Kenshin, Volume 16",Nobuhiro Watsuki,"Watsuki, Nobuhiro",,"=""1591168546""","=""9781591168546""",3,4.41,VIZ Media LLC,Paperback,192,2005,1997,,2012/10/13,,,read,,,,1,0
