Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",3,3.60,Vintage,Paperback,259,1992,1962,2018/05/24,2018/05/24,,,read,,,,1,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2020/02/20,2011/05/20,,,read,,,,1,0
16176226,"101 Writing Prompts for Fantasy and Science Fiction Writers, vol 1 (Volume 1)",L.K. Grant,"Grant, L.K.",,"=""1477603794""","=""9781477603796""",2,3.69,CreateSpace Independent Publishing Platform,Paperback,50,2012,2012,2013/04/01,2013/04/10,,,read,,,,1,0
26132,The Essential Homer (Hackett Classics),Homer,"Homer, Homer","Stanley Lombardo, Sheila Murnaghan","=""0872205401""","=""9780872205406""",3,4.03,"Hackett Publishing Company, Inc.",Paperback,400,2000,2000,,2011/06/01,,,read,,,,1,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",4,4.23,Bantam Books,Hardcover,368,2015,2013,2019/05/22,2019/05/22,,,read,,,,1,0
6064703,The Last of the Mohicans,Eliza Gatewood Warren,"Warren, Eliza Gatewood",,"=""1603400435""","=""9781603400435""",3,3.93,Waldman Publishing Corp.,Paperback,240,2008,1979,,2013/03/05,,,read,,,,1,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",2,4.13,Waking Lion Press,Paperback,86,2006,1886,2019/03/06,2019/03/06,,,read,,,,1,0
13281368,"The Twelve (The Passage, #2)",Justin Cronin,"Cronin, Justin",,"=""0345504984""","=""9780345504982""",5,4.02,The Random House Publishing Group,Hardcover,592,2012,2012,2019/02/08,2019/02/07,,,read,,,,1,0
4937237,The Adventures of Robinson Crusoe (Great Illustrated Classics),Malvina G. Vogel,"Vogel, Malvina G.",Daniel Defoe,"=""1603400362""","=""9781603400367""",3,4.09,Baronet Books,Paperback,240,2008,1977,,2013/03/05,,,read,,,,1,0
1645041,The Call of the Wild,Mitsu Yamamoto,"Yamamoto, Mitsu","Jack London, Pablo Marcos","=""086611954X""","=""9780866119542""",3,4.04,Playmore Publishers/Baronet Books,Hardcover,239,1989,1979,,2013/03/05,,,read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",3,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,2018/11/10,2018/11/10,,,read,,,,1,0
74642,Marx: A Very Short Introduction,Peter Singer,"Singer, Peter",,"=""0192854054""","=""9780192854056""",4,3.71,Oxford University Press,Paperback,108,2001,1980,2018/09/23,2018/09/23,,,read,,,,1,0
25037478,The Enlightenment: A Very Short Introduction,John       Robertson,"Robertson, John",,"=""0199591784""","=""9780199591787""",4,3.59,Oxford University Press,Paperback,147,2015,2015,2018/09/23,2018/09/23,,,read,,,,1,0
1340607,Frankenstein (Great Illustrated Classics),Malvina G. Vogel,"Vogel, Malvina G.","Mary Wollstonecraft Shelley, Pablo Marcos","=""0866119817""","=""9780866119818""",3,4.01,Baronet Books,,238,1993,1992,,2013/03/05,,,read,,,,1,0
25222656,Kleine deutsche Geschichte,Hagen Schulze,"Schulze, Hagen",,"=""3406561306""","=""9783406561306""",4,3.62,Beck C. H.,Hardcover,276,2007,1986,2016/01/29,2016/01/29,,,read,,,,1,0
7623084,Race and Reality: What Everyone Should Know about Our Biological Diversity,Guy P. Harrison,"Harrison, Guy P.",,"=""1591027675""","=""9781591027676""",1,4.09,Prometheus,Paperback,336,2009,2009,,2011/05/20,,,read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",5,3.92,Plume,Paperback,231,2003,1982,2017/11/02,2017/11/02,,,read,,,,1,0
68528,"The Pale Horseman (The Saxon Stories, #2)",Bernard Cornwell,"Cornwell, Bernard",,"=""0061144835""","=""9780061144837""",4,4.31,HarperCollins,Paperback,349,2007,2006,2017/07/23,2017/07/23,,,read,,,,1,0
68527,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""0060887184""","=""9780060887186""",4,4.27,HarperCollins,Paperback,333,2006,2004,2017/07/18,2017/07/18,,,read,,,,1,0
383841,The Nineteenth Century: Europe 1789-1914 (Short Oxford History of Europe),Timothy C.W. Blanning,"Blanning, Timothy C.W.",,"=""0198731353""","=""9780198731351""",4,3.40,Oxford University Press,Paperback,320,2000,2000,2017/07/07,2017/07/08,,,read,,,,1,0
383842,The Eighteenth Century: Europe 1688-1815 (Short Oxford History of Europe),Timothy C.W. Blanning,"Blanning, Timothy C.W.",,"=""0198731205""","=""9780198731207""",4,3.85,Oxford University Press,Paperback,320,2000,2000,2017/06/27,2017/06/27,,,read,,,,1,0
5718810,"Modern Germany: Society, Economy and Politics in the Twentieth Century",Volker R. Berghahn,"Berghahn, Volker R.",,"=""0521347483""","=""9780521347488""",4,3.55,Cambridge University Press,Paperback,341,1987,1983,2017/06/21,2017/06/21,,,read,,,,1,0
1006826,"History of Germany, 1780-1918: The Long Nineteenth Century (Blackwell Classic Histories of Europe)",David Blackbourn,"Blackbourn, David",,"=""063123196X""","=""9780631231967""",5,3.78,Blackwell,Paperback,452,2002,1997,2017/06/14,2017/06/14,,,read,,,,1,0
4389717,Nazi Germany,Jane Caplan,"Caplan, Jane",,"=""0199276870""","=""9780199276875""",5,3.93,Oxford University Press,Paperback,326,2008,2008,2017/06/02,2017/06/08,,,read,,,,1,0
2888632,Germany 1800-1870 (Short Oxford History of Germany),Jonathan Sperber,"Sperber, Jonathan",,"=""0199258384""","=""9780199258383""",4,3.86,Oxford University Press,Paperback,316,2004,2004,2017/05/10,2011/06/01,,,read,,,,1,0
2887641,Imperial Germany 1871-1918,James Retallack,"Retallack, James",,"=""019920487X""","=""9780199204878""",4,4.00,Oxford University Press,Paperback,333,2008,2008,2017/05/22,2017/05/29,,,read,,,,1,0
19266018,Weimar Germany (Short Oxford History of Germany),Anthony McElligott,"McElligott, Anthony",,"=""0191500488""","=""9780191500480""",3,3.08,OUP Oxford,Kindle Edition,342,2009,2008,2017/05/27,2017/05/29,,,read,,,,1,0
19067913,Deutsche Geschichte: Das Alte Reich 962-1806,Günter Naumann,"Naumann, Günter",,"=""3843800308""","=""""",3,3.89,marixverlag,Kindle Edition,243,2013,2007,2016/03/23,2016/03/23,,,read,,,,1,0
93996,Hitler: 1889-1936 Hubris,Ian Kershaw,"Kershaw, Ian",,"=""0393320359""","=""9780393320350""",5,4.15,W.W. Norton & Company,Paperback,912,2000,1998,2017/03/09,2011/05/20,,,read,,,,1,0
6945594,How to Win Friends AND Influence People by Dale Carnegie,Dale Carnegie,"Carnegie, Dale",,"=""1439167346""","=""9781439167342""",5,4.22,Simon & Schuster,Paperback,291,2011,1936,2012/09/10,2012/09/02,,,read,,,,1,0
218467,Lucifer's Hammer,Larry Niven,"Niven, Larry",Jerry Pournelle,"=""0449208133""","=""9780449208137""",5,4.00,Ballantine/Del Ray,Mass Market Paperback,629,1983,1977,2016/12/28,2016/12/28,,,read,,,,1,0
177766,Carnage and Culture: Landmark Battles in the Rise of Western Power,Victor Davis Hanson,"Hanson, Victor Davis",,"=""0385720386""","=""9780385720380""",5,4.07,Anchor,Paperback,526,2002,2001,2013/06/28,2013/06/28,,,read,,,,1,0
13532246,"Batman: Knightfall, Vol. 3: KnightsEnd",Chuck Dixon,"Dixon, Chuck","Doug Moench, Jim Balent, Alan Grant, Jo Duffy, Bret Blevins, Graham Nolan, Ron Wagner, Mike Manley, Barry Kitson, Tom Grummett, Mike Vosburg, Mike Gustovich, Lee Weeks, Phil Jimenez, M.D. Bright, John  Cleary","=""1401237215""","=""9781401237219""",5,3.87,DC Comics,Paperback,652,2012,1994,2016/12/24,2016/12/24,,,read,,,,1,0
13227265,"Batman: Knightfall, Vol. 2: Knightquest",Chuck Dixon,"Dixon, Chuck","Doug Moench, Alan Grant, Jo Duffy","=""1401235360""","=""9781401235369""",4,3.55,Warner Brothers Entertainment Company,Paperback,656,2012,1994,2016/12/20,2016/12/20,,,read,,,,1,0
12623655,"Batman: Knightfall, Vol. 1",Chuck Dixon,"Dixon, Chuck","Doug Moench, Jim Aparo, Graham Nolan, Adrienne Roy, John Constanza","=""1401233791""","=""9781401233792""",5,4.20,DC Comics,Unknown Binding,630,2012,1993,2016/12/19,2016/12/19,,,read,,,,1,0
11872839,Batman: Vengeance of Bane #1,Chuck Dixon,"Dixon, Chuck",Graham Nolan,"=""""","=""""",5,3.96,DC Comics,,56,1993,1993,2016/12/18,2016/12/18,,,read,,,,1,0
107040,Batman: Sword of Azrael,Dennis O'Neil,"O'Neil, Dennis",Joe Quesada,"=""156389100X""","=""9781563891007""",3,3.49,DC Comics,Paperback,112,1993,1993,2016/12/18,2016/12/18,,,read,,,,1,0
12104789,Batman: Birth of the Demon,Mike W. Barr,"Barr, Mike W.","Dennis O'Neil, Various","=""1401233813""","=""9781401233815""",4,3.60,DC Comics,Paperback,296,2012,1992,2016/12/18,2016/12/18,,,read,,,,1,0
591355,Batman: A Lonely Place of Dying,Marv Wolfman,"Wolfman, Marv","George Pérez, Jim Aparo, Tom Grummett","=""0930289633""","=""9780930289638""",3,4.02,Dc Comics,Paperback,116,1998,1989,2016/12/17,2016/12/17,,,read,,,,1,0
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison,"Morrison, Grant",,"=""1401204252""","=""9781401204259""",2,4.10,DC Comics,Paperback,216,2005,1989,2016/12/17,2016/12/17,,,read,,,,1,0
107034,Batman: Blind Justice,Sam Hamm,"Hamm, Sam","Denys Cowan, Dick Giordano","=""""","=""""",4,4.01,DC Comics,Paperback,160,2005,1992,2016/12/17,2016/12/17,,,read,,,,1,0
107032,Batman: A Death in the Family,Jim Starlin,"Starlin, Jim",,"=""""","=""9780930289447""",3,4.09,DC Comics,Paperback,144,1995,1988,2016/12/17,2016/12/17,,,read,,,,1,0
107128,Batman: The Cult,Jim Starlin,"Starlin, Jim","Bernie Wrightson, Bill Wray","=""0930289854""","=""9780930289850""",3,3.90,DC Comics,Paperback,184,1991,1988,2016/12/16,2016/12/16,,,read,,,,1,0
96358,Batman: The Killing Joke,Alan Moore,"Moore, Alan","Brian Bolland, Tim Sale","=""0930289455""","=""9780930289454""",5,4.37,DC Comics,Paperback,50,1995,1988,2016/12/15,2016/12/15,,,read,,,,1,0
105722,Nightwing: Year One,Chuck Dixon,"Dixon, Chuck","Scott Beatty, Scott McDaniel, Andy Owens","=""140120435X""","=""9781401204358""",5,3.90,DC Comics,Paperback,144,2005,2005,2016/12/15,2016/12/15,,,read,,,,1,0
105724,Batgirl: Year One,Scott Beatty,"Beatty, Scott",Chuck Dixon,"=""140120080X""","=""9781401200800""",3,4.11,Dc Comics,Paperback,224,2003,2003,2016/12/15,2016/12/15,,,read,,,,1,0
105725,Robin: Year One,Chuck Dixon,"Dixon, Chuck",,"=""1563898055""","=""9781563898051""",5,4.04,DC Comics,Paperback,199,2002,2000,2016/12/14,2016/12/14,,,read,,,,1,0
106076,Batman: Dark Victory,Jeph Loeb,"Loeb, Jeph",Tim Sale,"=""1563898683""","=""9781563898686""",5,4.16,DC Comics,Paperback,391,2002,2000,2016/12/13,2016/12/13,,,read,,,,1,0
107066,"Batman and the Mad Monk (Dark Moon Rising, #2)",Matt Wagner,"Wagner, Matt",,"=""1401212816""","=""9781401212810""",5,3.76,DC Comics,Paperback,144,2011,2007,2016/12/13,2016/12/13,,,read,,,,1,0
107036,"Batman and the Monster Men (Dark Moon Rising, #1)",Matt Wagner,"Wagner, Matt",,"=""1401210910""","=""9781401210915""",4,3.76,DC Comics,Paperback,144,2006,2006,2016/12/11,2016/12/11,,,read,,,,1,0
2125905,Batman: Dark Legends,Dennis O'Neil,"O'Neil, Dennis","Mike Mignola, Alan Grant, Bret Blevins, Arthur Ranson, Bryan Talbot","=""1563892669""","=""9781563892660""",2,3.40,Dc Comics,Paperback,174,1996,1993,2016/12/11,2016/12/11,,,read,,,,1,0
154771,Batman Other Realms,Scott Hampton,"Hampton, Scott","Mark Kneece, Bo Hampton","=""1563894203""","=""9781563894206""",2,3.04,Dc Comics,Paperback,135,1998,1998,2016/12/11,2016/12/10,,,read,,,,1,0
445772,Batman: Collected Legends of the Dark Knight,James  Robinson,"Robinson, James","John Francis Moore, Archie Goodwin, P. Craig Russell, Tim Sale, Kevin O'Neill, Alan Grant","=""1563891476""","=""9781563891472""",3,3.76,Dc Comics,Paperback,159,1994,1993,2016/12/10,2016/12/10,,,read,,,,1,0
810691,Batman: Faces,Matt Wagner,"Wagner, Matt",Joe R. Lansdale,"=""1563891263""","=""9781563891267""",1,3.56,DC Comics,Paperback,96,2008,1992,2016/12/10,2016/12/10,,,read,,,,1,0
107117,Batman: Venom,Dennis O'Neil,"O'Neil, Dennis","Trevor Von Eeden, Russell Braun, José Luis García-López, Willie Schubert, Steve Oliff","=""1563891018""","=""9781563891014""",5,3.85,DC Comics,Paperback,136,1993,1991,2016/12/10,2016/12/10,,,read,,,,1,0
1431432,Batman: Terror,Doug Moench,"Moench, Doug","Paul Gulacy, Jimmy Palmiotti","=""1840237783""","=""9781840237788""",4,3.42,DC Comics,Paperback,115,2003,2003,2016/12/10,2016/12/10,,,read,,,,1,0
1014723,Batman: Prey,Doug Moench,"Moench, Doug","Paul Galancy, Terry Austin","=""0930289684""","=""9780930289683""",5,3.96,DC Comics,Paperback,125,1992,1992,2016/12/10,2016/12/10,,,read,,,,1,0
22363,Batman: Gothic,Grant Morrison,"Morrison, Grant",Klaus Janson,"=""1563890283""","=""9781563890284""",3,3.78,DC Comics,Paperback,128,1998,1990,2016/12/08,2016/12/08,,,read,,,,1,0
107062,Batman: Year Two: Fear the Reaper,Mike W. Barr,"Barr, Mike W.","Alan Davis, Todd McFarlane, Paul Neary, Mark Farmer, Alfredo Alcalá","=""1563899671""","=""9781563899676""",4,3.33,DC Comics,Paperback,172,2002,1990,2016/12/08,2016/12/08,,,read,,,,1,0
106151,Batman: Haunted Knight,Jeph Loeb,"Loeb, Jeph",Tim Sale,"=""1563892731""","=""9781563892738""",4,3.89,DC Comics,Paperback,191,2014,1996,2016/12/07,2016/12/07,,,read,,,,1,0
106069,Batman: The Long Halloween,Jeph Loeb,"Loeb, Jeph",,"=""1563894696""","=""9781563894695""",5,4.33,DC Comics,Paperback,376,1999,1997,2016/12/07,2016/12/07,,,read,,,,1,0
160875,Batman: Shaman,Dennis O'Neil,"O'Neil, Dennis","Ed Hannigan, John Beatty","=""1563890836""","=""9781563890833""",3,3.69,Dc Comics,Paperback,136,1998,1989,2016/12/06,2016/12/06,,,read,,,,1,0
2182780,Batman: The Man Who Laughs,Ed Brubaker,"Brubaker, Ed","Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird","=""1401216226""","=""9781401216221""",5,4.08,DC Comics,Hardcover,144,2008,2005,2016/12/05,2016/12/05,,,read,,,,1,0
59980,Batman: Year One,Frank Miller,"Miller, Frank","David Mazzucchelli, Richmond Lewis, Dennis O'Neil, Todd Klein","=""1401207529""","=""9781401207526""",4,4.24,DC Comics,Paperback,144,2007,1988,2016/12/05,2016/12/05,,,read,,,,1,0
471003,A History of Modern Europe: From the Renaissance to the Present,John M. Merriman,"Merriman, John M.",,"=""0393979105""","=""9780393979107""",5,3.84,W. W. Norton & Company,Paperback,1365,2004,1996,2016/12/04,2016/12/04,,,read,,,,1,0
94632,German Short Stories 2 (Penguin Parallel Text),David Constantine,"Constantine, David","Ingeborg Bachmann, Francis Kyle, Johannes Bobrowski, Ray Ockenden, Alexander Kluge, Simon Caulkin, Thomas Bernhard, David Horrocks, Ernst Penzoldt, Marie Luise Kaschnitz, Helen Taylor, Günter de Bruyn, Peter Anthony, Siegfried Lenz, Stewart Spencer","=""0140041192""","=""9780140041194""",1,3.22,Penguin Books,Paperback,288,1976,1976,2016/11/19,2016/11/19,,,read,,,,1,0
30027126,"The Walking Dead, Vol. 26: Call to Arms",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Stefano Gaudiano","=""1632159171""","=""9781632159175""",5,4.27,Image Comics,Comics,136,2016,2016,2016/11/10,2016/11/10,,,read,,,,1,0
27474528,"The Walking Dead, Vol. 25: No Turning Back",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Stefano Gaudiano","=""1632156598""","=""9781632156594""",5,4.10,Image Comics,Comics,136,2016,2016,2016/11/10,2016/11/10,,,read,,,,1,0
25337337,"The Walking Dead, Vol. 24: Life and Death",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Stefano Gaudiano, Cliff Rathburn","=""1632154021""","=""9781632154026""",5,4.28,Image Comics,Comics,136,2015,2015,2016/11/10,2016/11/10,,,read,,,,1,0
23704466,"The Walking Dead, Vol. 23: Whispers Into Screams",Robert Kirkman,"Kirkman, Robert",Charlie Adlard,"=""1632152584""","=""9781632152589""",4,4.16,Image Comics,Comics,136,2015,2015,2016/11/10,2016/11/10,,,read,,,,1,0
23000709,"The Walking Dead, Vol. 22: A New Beginning",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Stefano Gaudiano, Cliff Rathburn","=""1632150417""","=""9781632150417""",3,4.25,Image Comics,Comics,136,2014,2014,2016/11/10,2016/11/10,,,read,,,,1,0
20947660,"The Walking Dead, Vol. 21: All Out War Part 2",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Stefano Gaudiano, Cliff Rathburn","=""1632150301""","=""9781632150301""",5,4.12,Image Comics,Comics,136,2014,2014,2016/11/06,2016/11/06,,,read,,,,1,0
19535999,"The Walking Dead, Vol. 20: All Out War Part 1",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn, Stefano Gaudiano","=""1607068826""","=""9781607068822""",5,4.22,Image Comics,Comics,136,2014,2014,2016/11/06,2016/11/06,,,read,,,,1,0
18345615,"The Walking Dead, Vol. 19: March to War",Robert Kirkman,"Kirkman, Robert",Charlie Adlard,"=""1607068184""","=""9781607068181""",5,4.22,Image Comics,Comics,136,2013,2013,2016/11/06,2016/11/06,,,read,,,,1,0
16173578,"The Walking Dead, Vol. 18: What Comes After",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607066874""","=""9781607066873""",5,4.22,Image Comics,Comics,136,2013,2013,2016/11/06,2016/11/06,,,read,,,,1,0
15720319,"The Walking Dead, Vol. 17: Something to Fear",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607066157""","=""9781607066156""",4,4.33,Image Comics,Comics,132,2012,2012,2016/11/06,2016/11/06,,,read,,,,1,0
13581999,"The Walking Dead, Vol. 16: A Larger World",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607065592""","=""9781607065593""",4,4.16,Image Comics,Comics,136,2012,2012,2016/11/06,2016/11/06,,,read,,,,1,0
138398,"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,"Kirkman, Robert",Tony Moore,"=""1582406723""","=""9781582406725""",3,4.27,Image Comics,Paperback,144,2013,2004,2015/09/01,2016/03/12,,,read,,,,1,0
12305515,"The Walking Dead, Vol. 15: We Find Ourselves",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607064405""","=""9781607064404""",5,4.12,Image Comics,Comics,132,2011,2011,2016/11/06,2016/11/06,,,read,,,,1,0
10822174,"The Walking Dead, Vol. 14: No Way Out",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607063921""","=""9781607063926""",5,4.32,Image Comics,Comics,136,2011,2011,2016/11/06,2016/11/06,,,read,,,,1,0
8013758,Der Kolonialismus,Ludolf Pelizaeus,"Pelizaeus, Ludolf",,"=""386539941X""","=""9783865399410""",4,4.00,Marixverlag,Hardcover,256,2008,2008,2016/11/06,2016/11/06,,,read,,,,1,0
9018370,"The Walking Dead, Vol. 13: Too Far Gone",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607063298""","=""9781607063292""",5,4.21,Image Comics,Comics,136,2010,2010,2016/11/06,2016/11/05,,,read,,,,1,0
7469664,"The Walking Dead, Vol. 12: Life Among Them",Robert Kirkman,"Kirkman, Robert",Charlie Adlard,"=""1607062542""","=""9781607062547""",4,4.30,Image Comics,Comics,148,2010,2010,2016/11/06,2016/11/05,,,read,,,,1,0
6488483,"The Walking Dead, Vol. 11: Fear the Hunters",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1607061228""","=""9781607061229""",5,4.32,Image Comics,Paperback,136,2010,2010,2016/11/05,2016/11/05,,,read,,,,1,0
6145711,"The Walking Dead, Vol. 10: What We Become",Robert Kirkman,"Kirkman, Robert",Cliff Rathburn,"=""1607060752""","=""9781607060758""",5,4.27,Image Comics,Comics,136,2009,2009,2016/11/05,2016/11/05,,,read,,,,1,0
4714126,"The Walking Dead, Vol. 9: Here We Remain",Robert Kirkman,"Kirkman, Robert",Cliff Rathburn,"=""1607060221""","=""9781607060222""",4,4.24,Image Comics,Comics,136,2009,2009,2016/11/05,2016/11/05,,,read,,,,1,0
1894269,"The Walking Dead, Vol. 8: Made To Suffer",Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582408831""","=""9781582408835""",4,4.45,Image Comics,Comics,136,2008,2008,2016/11/05,2016/11/05,,,read,,,,1,0
1085771,The Walking Dead Vol. 7: Calm before,Robert Kirkman,"Kirkman, Robert","Charlie Adlard, Cliff Rathburn","=""1582408289""","=""9781582408286""",3,4.25,Image Comics,Paperback,136,2017,2007,2016/11/05,2016/11/05,,,read,,,,1,0
3093975,Graduate Admissions Essays: Write Your Way Into the Graduate School of Your Choice,Donald Asher,"Asher, Donald",,"=""1580088724""","=""9781580088725""",5,4.07,Ten Speed Press,Paperback,256,2008,1991,2016/08/27,2016/08/27,,,read,,,,1,0
15317505,Der zweite Weltkrieg,Gerhard Schreiber,"Schreiber, Gerhard",,"=""3406447643""","=""9783406447648""",2,3.25,C. H. Beck Wissen,Paperback,125,2005,2004,2016/08/11,2016/08/11,,,read,,,,1,0
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756410436""","=""9780756410438""",1,3.88,DAW Books,Hardcover,159,2014,2014,2016/08/04,2016/08/04,,,read,,,,1,0
1215032,"The Wise Man’s Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",4,4.55,DAW Books,Hardcover,994,2011,2011,2016/08/03,2016/08/03,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2016/07/30,2016/07/30,,,read,,,,1,0
509784,The End of Eternity,Isaac Asimov,"Asimov, Isaac",Apostol András,"=""0449016196""","=""9780449016190""",5,4.24,Fawcett Crest,Mass Market Paperback,192,1971,1955,2016/07/16,2016/07/15,,,read,,,,1,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.13,Random House,Hardcover,375,2012,2012,2016/07/13,2016/07/13,,,read,,,,1,0
1437520,"Short Stories in German, Erzählungen auf Deutsch: New Penguin Parallel Text",Ernst Zillekens,"Zillekens, Ernst",,"=""0140265422""","=""9780140265422""",3,3.49,Penguin Books,Paperback,208,2003,2003,2016/07/11,2016/07/11,,,read,,,,1,0
41820,"Pebble in the Sky (Galactic Empire, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553293427""","=""9780553293425""",3,3.90,Bantam,Mass Market Paperback,308,1991,1950,2016/07/09,2016/07/09,,,read,,,,1,0
41822,"The Stars, Like Dust (Galactic Empire, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553293435""","=""9780553293432""",3,3.74,Spectra,Mass Market Paperback,293,1991,1951,2016/07/05,2016/07/04,,,read,,,,1,0
94634,German Short Stories 1 (German and English Edition),Richard Newnham,"Newnham, Richard","Heinrich Böll, Reinhard Lettau, Ilse Aichinger, Hans Bender, Gertrud Fussenegger, Gerd Gaiser, Wolfdietrich Schnurre, Wolfgang Borchert","=""0140020403""","=""9780140020403""",3,3.66,Penguin Group USA,Paperback,171,1965,1965,2016/06/29,2016/06/29,,,read,,,,1,0
15801796,Bullies: How the Left's Culture of Fear and Intimidation Silences Americans,Ben Shapiro,"Shapiro, Ben",,"=""1476710015""","=""9781476710013""",3,3.97,Threshold Editions,Kindle Edition,336,2013,2013,2016/05/28,2016/05/28,,,read,,,,1,0
429483,The Story of Britain: From the Romans to the Present: A Narrative History,Rebecca  Fraser,"Fraser, Rebecca",,"=""039332902X""","=""9780393329025""",3,3.98,W. W. Norton & Company,Paperback,848,2006,1998,2016/05/26,2016/05/26,,,read,,,,1,0
21842432,Geschichte der Frühen Neuzeit,Thomas Maissen,"Maissen, Thomas",,"=""340665472X""","=""9783406654725""",4,3.33,C. H. Beck,Paperback,128,2013,2013,2016/05/26,2016/05/26,,,read,,,,1,0
18762031,Official GRE Verbal Reasoning Practice Questions,Educational Testing Service,"Service, Educational Testing",,"=""007183429X""","=""9780071834292""",5,4.15,McGraw-Hill,Paperback,241,2014,,2016/05/13,2016/05/13,,,read,,,,1,0
7699325,Geschichte Preußens,Monika Wienfort,"Wienfort, Monika",,"=""3406562566""","=""9783406562563""",3,3.54,Beck C. H.,Paperback,128,2008,2008,2016/04/25,2016/04/25,,,read,,,,1,0
23492540,5 lb. Book of GRE Practice Problems (Manhattan Prep 5 lb Series),Manhattan Prep,"Prep, Manhattan",,"=""1941234518""","=""9781941234518""",4,4.10,Manhattan Prep Publishing,Paperback,1032,2015,2013,2016/04/17,2016/04/17,,,read,,,,1,0
17382361,GRE Verbal Grail,Aristotle Prep,"Prep, Aristotle",,"=""9350872889""","=""9789350872888""",3,4.08,Aristotle Prep,Paperback,352,2013,2013,2016/03/29,2016/03/29,,,read,,,,1,0
18775163,GRE Word Problems (Manhattan Prep GRE Strategy Guides),Manhattan Prep,"Prep, Manhattan",,"=""1937707903""","=""9781937707903""",4,3.92,Manhattan Prep Publishing,Paperback,216,2014,,2016/03/27,2016/03/27,,,read,,,,1,0
15837722,Der Drache und die Prinzessin,Caterina Nikolaus,"Nikolaus, Caterina",,"=""1458137111""","=""9781458137111""",1,3.00,Smashwords Edition,ebook,,2011,2011,2016/03/25,2016/03/25,,,read,,,,1,0
18775158,GRE Number Properties (Manhattan Prep GRE Strategy Guides),Manhattan Prep,"Prep, Manhattan",,"=""1937707865""","=""9781937707866""",4,4.22,Manhattan Prep Publishing,Paperback,216,2014,2011,2016/03/23,2016/03/23,,,read,,,,1,0
13347382,The Intelligence Paradox: Why the Intelligent Choice Isn't Always the Smart One,Satoshi Kanazawa,"Kanazawa, Satoshi",,"=""0470586958""","=""9780470586952""",3,3.52,Trade Paper Press,Hardcover,272,2012,2012,2016/03/20,2016/03/20,,,read,,,,1,0
